ID,Marca temporal,Autorizo,SEXO,GÉNERO,TERRITORIO O ZONA RESIDENCIA,MACROZONA,AÑO DE NACIMIENTO,ACTIVIDAD PRINCIPAL,TIPO DE INSTITUCIÓN DE DESEMPEÑO PRINCIPAL,ÁREA DE DESEMPEÑO I (OPCIONAL),ÁREA DE DESEMPEÑO II (OPCIONAL),P1 TRANSCRIPCIÓN: ¿Por qué cree ud. que Chile necesita una política de igualdad de género en CTCI?,P1 TOTAL_Sí cree que Chile necesita una política de género,P1 TOTAL_No cree que Chile necesita una política de género,P1 TOTAL_No sabe si Chile necesita una política de género,"P1 Sí, Otros",P1 Desarrollo,P1 Es un aporte a la generación de conocimiento,P1 Hombres y mujeres deben tener mismas oportunidades,P1 Falta inserción femenina,P1 Porque existe desigualdad de género,P1 Se necesita diversidad de género,P1 Para eliminar las brechas de género,P1 Generará mayor equidad,P1 Iría en beneficio de la sociedad,"P1 No, Otros",P1 Diferencia en accesos a estudios superiores,P1 No se necesita una política de igualdad de género,P1 Es ofensivo para las mujeres,P1 No sé,"P2 TRANSCRIPCIÓN: ¿Qué medidas cree usted que garantizan el acceso, el desarrollo y el liderazgo de mujeres en el sistema CTCI?",P2 Oportunidades para niñas y jóvenes,P2 Apoyo en roles femineizados,P2 Paridad / igualdad,P2 Potenciar desde la educación,P2 Derribar estereotipos,P2 Incorporar una perspectiva de género a más ámbitos,P2 Promover participación de mujeres en ciencias/investigación,P2 Cupos / cuotas de género / acciones afirmativas,P2 Transformar la cultura alrededor del género,P2 Proteger el ambiente laboral,P2 Evaluación ciega y transparente,"P3 TRANSCRIPCIÓN: Respecto al Eje 2, ¿de qué manera se podría incorporar la perspectiva de género en su disciplina o área de desempeño?",P3 Estudiar temas de género,P3 Potenciar desde la educación,P3 Promover participación de mujeres en ciencias e Investigación,P3 Paridad / igualdad,P3 Incorporar una perspectiva de género,P3 Reconocer y disminuir la brecha de género,P3 Fomentar la participación femenina a través de la formulación y evaluación de proyectos,P3 Reconocer la historia de la temática de género en la ciencia,P3 La investigación no debe estar ligada al género,P3 No aplica en mi disciplina,"P4 TRANSCRIPCIÓN: Teniendo en cuenta el Eje 3, ¿qué acciones debería adoptar su institución  y otras instituciones del sistema de CTCI  para garantizar una  política de igualdad de género efectiva?",P4 Apoyo en roles femineizados,P4 Paridad / igualdad,P4 Promover liderazgos femeninos,P4 Potenciar desde la educación,P4 Estudiar temas de género,P4 Cupos / cuotas de género,P4 Combatir la discriminación y violencia de género,P4 Promover participación de mujeres en ciencias/Investigación,P4 La investigación no debe estar ligada al género,P4 Evaluación ciega y transparente
24,12/17/2020 13:37:18,"Sí, autorizo.",Mujer,Femenino,XVI de Ñuble,Centro Sur,1984,Docente Universitaria. Sociologa Dirección de Género UBB,Universidad,Ciencias Sociales,"Género, Trabajo, sociología rural","Porque tenemos un modelo neoliberal en donde se excluye al género, en ese contexto implementar políticas de igualdad podría generar las considciones para que mujeres puedan equiprar la brecha en investigación y desarrollo. Si logramos con el tiempo internalizar este proceso cultural, podría no ser necesario tener que realizar este tipo de acciones, pero hoy en día es indispensable hacerlo",TRUE,-,-,-,TRUE,TRUE,-,-,TRUE,-,TRUE,-,-,-,-,-,-,TRUE,Generar condiciones para que academicas puedan tener mayores posibilidades de dedicacion  en temas de investigacion  desarrollo y proyectos  Promover desde la educacion formal acciones que vayan rompiendo estereotipos de genero y la posibilidad de generar I+D+I en las escuelas con el fin de poder generar esos cambios culturales ,-,-,-,TRUE,TRUE,-,TRUE,-,TRUE,-,-,Partiendo de un lenguaje no sexista que se instale para comunicar textos orales y escritos  Que las investigaciones vayan con algun enfoque en donde se pueda trabajar en la disminucion de las brechas de genero en todos los aspectos  haciendo acciones tanto de sensibilizacion como de incorporacion de academicas honorarios  pregrado  entre otras  Generar el espacio tiempo para poder trabajar en igualdad,TRUE,-,-,-,-,TRUE,-,-,-,-,En la Universidades se deberia equiparar las brechas existentes en cargos de mayor jerarquia  en donde por lo general son hombres  Generar las condiciones para que las mujeres puedan competir en terminos jerarquicos que no les permiten optar a ese techo  Fidelizar a academicas y o profesionales que llevan mas de 5 años en universidades trabajando en proyectos  docencia y congresos etc   pero que no pueden optar al grado de doctor dado que no se les permite ir como directoras de proyectos  tampoco se les apoya en congresos nacionales e internacionales  etc ,-,TRUE,TRUE,-,-,-,-,TRUE,-,-
25,12/17/2020 14:28:12,"Sí, autorizo.",Mujer,Femenino,XIV de Los Ríos,Sur,1978,"Investigación y desarrollo (I+D), Academia ",Universidad,Ciencias Agrícolas,Ciencias Veterinarias,"Porque es justo, necesario y demuestra que el país avanza hacia una igualdad de género en todo aspecto.",TRUE,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,Mayores oportunidades a mujeres  seleccion de cargos o concursos sin considerar el genero de las personas  sesgo   apoyo para mujeres que ademas son o quieren ser madres  Aunque con el tiempo no deberia ser necesario  penalizar de alguna forma la discriminacion por genero ,-,TRUE,TRUE,-,-,-,TRUE,-,-,-,-,Contando con mas mujeres en cargos a todo nivel  especialmente aquellos donde se toman decisiones ,-,-,-,-,-,-,-,-,-,-,Dar mas oportunidades a mujeres  por merito  no solo por ser mujeres  y considerarlas para todo tipo de cargos  especialmente jefaturas  direcciones  etc  Esta muy arraigado aun el hecho que los hombres solamente pueden ser jefes ,-,TRUE,TRUE,-,-,-,-,-,-,-
26,12/17/2020 14:41:56,"Sí, autorizo.",Hombre,Masculino,IV de Coquimbo,Centro,1990,"Investigación y desarrollo (I+D), Consultor en proyectos sociales ",Universidad,Ciencias Sociales,Sociología-antropología,"Porque la discriminación y violencia de género es un fenómeno transversal en la sociedad, especialmente en el trabajo. Y la investigación es ante todo un trabajo. ",TRUE,-,-,-,-,TRUE,-,-,TRUE,-,-,-,TRUE,-,-,-,-,-,"Paridad de genero en cargos directivos  decanaturas  jefaturas de departamentos y escuelas   
Programas focalizados orientados a instalar laboralmente a mujeres en el sistema CTCI   Por ejemplo  instalacion en la academia especificamente para mujeres   ",-,-,TRUE,-,-,-,TRUE,-,-,-,-,Creando convocatorias especificas orientadas a investigar desigualdades de genero para conectarlas con politicas publicas basadas en evidencia  ,-,-,-,TRUE,-,-,-,-,-,-,Paridad de genero en cargos directivos y cuerpo docente  ,-,TRUE,TRUE,-,-,-,-,-,-,-
27,12/17/2020 14:56:32,"Sí, autorizo.",Hombre,Prefiero no responder,Metropolitana,RM,1970,Investigación y desarrollo (I+D),Universidad,Ciencias Sociales,Educación,"Porque existe una desigualdad social estructural que se manifiesta también en CTCI, pero impregna toda la sociedad desde la infancia hasta las diferencias salariales y de herencia entre hombres y mujeres",TRUE,-,-,-,-,-,TRUE,-,TRUE,TRUE,-,TRUE,TRUE,-,-,-,-,-,El efecto de la competencia desmedida deja en desventaja a las mujeres que  ademas de tener menos oportunidades de desarrollo en ciencias desde la escuela  tambien algunas se enfrentan al incorrecto dilema de ser madres o ser investigadoras  El sistema actual con su forma de competencia y alta productividad les genera otra desventaja  que se une a la de su trayectoria de vida y educativa ,-,TRUE,-,-,-,-,TRUE,-,-,-,-,Ademas de considerar la perspectiva de genero en las investigaciones  es indispensable abrir espacios de participacion y liderazgo para las mujeres  Esto es responsabilidad individual de los hombres  de las instituciones y tambien de las politicas de CTCI  Es necesario que los criterios institucionales y de las politicas tomen en consideracion aspectos como el cuidado y la calidad de vida  elementos que estan poco presentes en la cultura machista en la que vivimos ,-,-,TRUE,-,TRUE,-,-,-,-,-,Favorecer el posicionamiento de mujeres en roles de liderazgo  realizar evaluaciones academicas de las mujeres que reconozcan la maternidad como un aspecto central  Sin una consideracion seria de ambos elementos se seguiran afectando negativamente las oportunidades de las mujeres ,TRUE,-,TRUE,-,-,-,-,TRUE,-,-
28,12/17/2020 15:06:15,"Sí, autorizo.",Mujer,Femenino,V de Valparaíso,Centro,1987,Divulgación/comunicación científica,Universidad,Ciencias Médicas y de la Salud,,Porque hay desigualdad y ejemonia de un sistema patriarcal,TRUE,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,Acceso igualitario a concursos  fondos y publicaciones ,-,-,TRUE,-,-,-,-,-,-,-,-,En mi disciplina hay mayoria de mujeres pero al momento de investigar los procesos a veces son poco compatibles con otros roles por ejemplo la maternidad,-,-,TRUE,-,-,-,-,-,-,-,Como universidad publica incentivar desde los ambitos escolares la incorporacion de niñas en las ciencias,-,-,-,-,-,-,-,-,-,-
29,12/17/2020 15:20:27,"Sí, autorizo.",Mujer,Masculino,VIII del Biobío,Centro Sur,1986,"Investigación y desarrollo (I+D), Emprendimiento de base científico-tecnológico",Independiente,Ingeniería y Tecnología,ingenieria matemática,porque la discrimanación histórica contra las mujeres tiene que terminar y una política es un buen comienzo,TRUE,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,cuotas en altos cargos publicos y en cargos academicos  Mostrar paridad en la publicidad de carreras cientificas,-,-,TRUE,-,-,-,TRUE,TRUE,-,-,-,acceso a bases de datos sin sesgo de genero,-,-,-,TRUE,-,-,-,-,-,-,igualdad en salarios  llamado explicito a mujeres para su participacion activa en foros  congresos y todo tipo eventos publicos,-,TRUE,-,-,-,-,-,TRUE,-,-
30,12/17/2020 15:35:11,"Sí, autorizo.",Mujer,Femenino,VIII del Biobío,Centro Sur,1980,"Investigación y desarrollo (I+D), Docencia ",Universidad,Ciencias Naturales y Exactas,"Genética, Bioinformática ",Por Justicia y sostenibilidad. ,TRUE,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,Asegurar la participacion de mujeres y promover liderazgo ,-,-,-,-,-,-,TRUE,-,-,-,-,Con sistema de cuotas de genero para cargos directivos  ,-,-,-,-,-,-,-,-,-,-,Con cuotas de genero en cargos directivos ,-,-,TRUE,-,-,TRUE,-,-,-,-
31,12/17/2020 15:39:57,"Sí, autorizo.",Hombre,Masculino,Metropolitana,RM,1966,Investigación y desarrollo (I+D),Universidad,Ciencias Médicas y de la Salud,Farmacología,"Para asegurar la participación de todos y todos, y para garantizar condiciones igualitarias.",TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1  y 1.3,-,-,-,-,-,-,-,-,-,-,-,2.2,-,-,-,-,-,-,-,-,-,-,3.2,-,-,-,-,-,-,-,-,-,-
32,12/17/2020 16:22:06,"Sí, autorizo.",Mujer,Femenino,VIII del Biobío,Centro Sur,1991,"Investigación y desarrollo (I+D), Estudiante de posgrado  (doctorado, magíster o equivalente conducente a grado académico)",Universidad,Ciencias Naturales y Exactas,Oceanografía,"Porque el sistema jerárquico que sostiene a las universidades e instituciones científicas propicia y permite perpetuar la brecha de género, la violencia de género y la violencia sexual hacia las mujeres. Al no existir políticas claras, las mujeres no tenemos a dónde recurrir para hacer denuncias o reclamos, las medidas de protección son ineficientes y las soluciones son parciales o inexistentes. ",TRUE,-,-,-,-,-,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-,La paridad de genero de los cuerpos docentes en carreras de pregrado y programas de postgrado  en la directiva de los proyectos y en la adjudicacion de los proyectos cientificos  Que no se considere el tiempo de maternidad de las mujeres en su productividad  Que los hombres tambien esten obligados a tener un pre y post natal  Que existan politicas de tolerancia 0 a la violencia de genero y violencia sexual y que normen a todos los proyectos nacionales  institutos y nucleos milenio  proyectos fondecyt  etc    ,-,TRUE,TRUE,-,-,-,-,TRUE,-,-,-,Visibilizando la ciencia que realizamos las mujeres  ya que casi siempre figuran hombres en charlas  entrevistas  material audiovisual  etc ,-,TRUE,-,-,-,-,-,TRUE,-,-,Visibilizar a las mujeres y sus investigaciones  no permitir que personas con denuncias por acoso sexual o violencia sexual  formales o no formales  compartan espacios con las victimas  que participen de actividades sociales de la institucion  que se les invite a participar como expositores en charlas  talleres o simposios de la institucion y que la institucion no les financien congresos  pasantias  cursos  etc  Que existan mas mujeres en los cargos altos de la institucion  pues solo figuran hombres ,-,-,TRUE,-,-,-,TRUE,TRUE,-,-
33,12/17/2020 16:23:57,"Sí, autorizo.",Hombre,Masculino,II de Antofagasta,Norte,1959,"Investigación y desarrollo (I+D), Divulgación/comunicación científica",Universidad,Ciencias Naturales y Exactas,Química,"Pienso que es ofensivo para las mujeres, a sus capacidades y dignidad implantar este tipo de iniciativa. ¿Me gustaría saber cuáles son los impedimentos para que una mujer estudie o trabaje en lo que ella quiera?. ",-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,-,Como hasta ahora  postula a un concurso como todos   acaso no somos todos iguales ante la ley y tenemos los mismos derechos ,-,-,TRUE,-,-,-,-,-,-,-,-,En mi disciplina encuentras hombres y mujeres que disfrutan lo que hacen porque ellos o ellas eligieron libremente lo que querian hacer ,-,-,-,-,-,-,-,-,-,TRUE, A que igualdad se refieren    acaso la mujer tiene menos derechos que los hombres   Les dire lo que pienso sobre este proyecto  Es uno mas de los temas ideologico promovido por la ONU  en el que promueven el odio y resentimiento de las mujeres hacia los hombres  tal como ocurre con el movimiento feministas  claro que en este caso  la situacion es mas grave todavia por las acciones y el lenguaje de odio que expresan  Dejen tranquilas a las mujeres  ellas pueden lograr todo lo que se propongan en la vida ,-,TRUE,-,-,-,-,-,TRUE,-,-
34,12/17/2020 16:27:26,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1986,"Investigación y desarrollo (I+D), Estudiante de posgrado  (doctorado, magíster o equivalente conducente a grado académico)",Universidad,Ciencias Naturales y Exactas,,Porque se requiere disminuir los sesgos hacia las mujeres en la investigación. ,TRUE,-,-,-,-,TRUE,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-,Creo que la no discriminacion por el hecho de estar en edad fertil  Igualdad en el acceso de a oportunidades  Evaluacion y asignacion de jefes de proyectos y lideres de investigacion a las personas mas capacitadas independiente de su genero  ,-,TRUE,TRUE,-,-,-,TRUE,-,-,-,TRUE,En actividades buscar la paridad de genero  buscar equilibrio de aportes e intervenciones  ,-,-,-,TRUE,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-
35,12/17/2020 16:43:24,"Sí, autorizo.",Mujer,Femenino,XIV de Los Ríos,Sur,1972,Investigación y desarrollo (I+D),Universidad,Ciencias Naturales y Exactas,Biologia,"Muy pocas mujeres contratadas en STEM, poca visibilidad de su trabajo",TRUE,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,creo que lo mas central es promover el liderazgo de mujeres en la parte mas academica  comisiones  PI de proyectos etc  etc   y tambien administrativa en universidades y centros de investigacion,-,-,-,-,-,-,TRUE,-,-,-,-,Como mujer  a mi me gustaria mas bien  hacer desaparecer  la perspectiva de genero  es decir ser juzgada y criticada no en funcion de mi genero pero solo de mi capacidad en desarrollar proyectos cientificos  El punto 2.1 es importante obviamente ,-,-,-,-,TRUE,-,TRUE,-,-,-,Limitar el numero de cargo de alto poder administrativos  por ejemplo cargos de confianza sin votacion  diseñados por rectores o decanos  ocupados por hombres ,-,-,TRUE,-,-,-,-,-,-,-
36,12/17/2020 16:45:29,"Sí, autorizo.",Hombre,Seres humanos,IX la Araucanía,Sur,1957,Investigación y desarrollo (I+D),Universidad,Ciencias Naturales y Exactas,Acuicultura,Sí,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Discriminacion positiva por un tiempo  hasta establecer la cultura de igualdad de genero ,-,-,TRUE,-,-,-,-,TRUE,TRUE,-,-,Incentivando la colocacion laboral de las mujeres en ciertas areas,-,-,-,-,-,-,-,-,-,-,Inmediatamente equiparar rentas y categorias academicas ,-,-,-,-,-,-,-,-,-,-
37,12/17/2020 16:49:29,"Sí, autorizo.",Hombre,Masculino,II de Antofagasta,Norte,1961,Académico  ,Universidad,Ingeniería y Tecnología,Ingeniería y Construcción,"No se debe facilitar el ingreso, se deben equiparar las condiciones de entrada para poder acceder de manera igualitaria a oportunidades en que la mujer postule en igualdad de condiciones. Es decir, se debe trabajar desde el colegio, fomentando y formando en las mujeres las capacidades, intereses, y motivaciones, desarrollando una ""cultura de igualdad"".",TRUE,-,-,-,-,-,TRUE,TRUE,-,-,-,-,-,-,-,-,-,TRUE,Educar y culturizar desde la educacion primaria en tematicas de liderazgo  igualdad  a las mujeres y en concientizar que tienen las mismas capacidades que los hombres   ,-,-,TRUE,TRUE,-,-,TRUE,-,-,-,TRUE,En el area ingenieril  hay que romper paradigmas respecto a los roles de liderazgo y  de que los hombres son el sexo fuerte  tanto fisica como mentalmente   Si no autoconvencemos desde la mas temprana edad a las mujeres que pueden y deben competir en igualdad de condiciones con los hombres  en etapas posteriores resulta mas dificultoso ,-,-,TRUE,TRUE,-,-,-,-,-,-,"Ademas de culturizar  hay que facilitar las condiciones de ingreso de mujeres a roles de liderazgos en instituciones y proyectos  por lo menos en las primeras etapas  La institucion en que trabajo  UCN  ya lo tiene incorporado 
La facultad en que soy Decano  el dia 16 de diciembre  lanzo un programa llamado
LIQCAU  Mujeres en STEM  Proyecto FIC R  Region de Antofagasta   en linea con lo planteado en este estudio y que busca incrementar el ingreso de mujeres a las Ingenierias ",-,-,TRUE,-,-,-,-,TRUE,-,-
38,12/17/2020 16:53:10,"Sí, autorizo.",Hombre,Masculino,VIII del Biobío,Centro Sur,1983,Investigación y desarrollo (I+D),Universidad,Ciencias Naturales y Exactas,Biología,"Porque las mujeres están subrepresentadas en la academia. Pese a que en los últimos años han existido avances, hay una salida bastante grande de mujeres desde el pre y postgrado hasta la inserción académica. ",TRUE,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,"En primer lugar  la reeducacion de los hombres en cuestiones de genero  en conjunto con mayores sanciones para quienes no se adecuen a los nuevos lineamientos 
En segundo lugar  mayor facilidad para que las mujeres generen un entorno seguro donde trabajar  
En tercer lugar  se deberian fomentar el re ingreso de mujeres en el postgrado y la academia tras el postnatal y o la crianza de hijos  Un estimulo podria ser aumentar aun mas la cantidad de años a considerar para cumplir el numero de papers requeridos para becas y cargos 
En cuarto lugar  mayor fomento para mantener mujeres en el postgrado y la academia mediante incentivos de becas y puntos a proyectos que comprometan equidad de genero en los equipos de trabajo ",-,TRUE,TRUE,TRUE,-,-,-,TRUE,-,-,-,"A mi parecer  la reeducacion de la perspectiva de genero deberia ser una constante en todos los ambientes de trabajo 
Al ingresar a la educacion superior deberia ser obligatorio volver a enseñar sobre equidad  Lo mismo durante todo el proceso de formacion  incluyendo charlas obligatorias a ayudantes  instructores y profesores nuevos 
Tambien es necesario capacitar a profesores e investigadores sobre como tratar con casos de acoso o discriminacion  En algunos casos  las ayudas brindadas terminan alejando a las investigadoras de la academia ",-,TRUE,-,TRUE,TRUE,-,-,-,-,-,"Deberia existir mayor cantidad de charlas y encuestas sobre brecha de genero   Es importante la apreciacion en diferentes niveles de formacion o de jerarquia academica 
",-,-,-,-,-,-,-,-,-,-
39,12/17/2020 17:05:52,"Sí, autorizo.",Mujer,Femenino,VIII del Biobío,Centro Sur,1995,Investigación y desarrollo (I+D),Universidad,Ciencias Naturales y Exactas,Conservación y Preservación Medioambiental,"Debido a las brechas iniciales que existen desde el crecimiento adolescente, existe una desigualdad de género al momento de confiar en las capacidades que tiene cada persona, de temer a participar por ser un rubro masculino",TRUE,-,-,-,-,-,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-,de los tres componentes  el tercero seria el mas relevante en mi opinion  creo que desde que somos adolescentes se deberia generar una enseñanza de igualdad y no discriminacion de genero  que se entienda que las mujeres pueden participar en todas las instancias cientificas  y normalizar esta realidad  pero desde pequeñas y pequeños ,-,-,TRUE,-,-,-,-,-,-,-,-,como trabajo en el area de conservacion  consideraria que es necesario incorporar la perspectiva de genero de manera transversal  que cada equipo sea igualitario en genero y no sentirse excluida de este medio  ya que al ser bastantes terrenos en ecosistemas  muchas veces se va a terreno con muchos hombres y la dejan de lado a una ,-,-,-,TRUE,TRUE,-,-,-,-,-,el segundo componente  fortalecer y promover la creacion de capacidades  Hoy en dia trabajo en un laboratorio de la Universidad de Chile  que a pesar de que la Universidad tiene un reciente departamento creado para temas de genero  considero que se queda corto a nivel de universidad  por eso es importante generar acciones que involucren a todos los niveles dentro de la institucion,-,-,-,-,-,-,-,-,-,TRUE
40,12/17/2020 17:10:36,"Sí, autorizo.",Hombre,Masculino,IX la Araucanía,Sur,1994,"Estudiante, educación universitaria pregrado",Universidad,Ciencias Naturales y Exactas,Estadística,"Chile no necesita una política de igualdad de género y estas son las razones:
1. Las diferencias en porcentajes de matrículas entre hombres y mujeres, no se deben a discriminación, sesgos implícitos o estereotipos en contra de la mujer; se deben, por el contrario, a diferencias en intereses entre hombres y mujeres que se derivan de las diferencias sexuales. Esas diferencias son bien conocidas y se resumen en que los hombres, en general, se inclinan hacia la sistematización y prefieren trabajar con cosas; mientras que, las mujeres, se inclinan hacia la empatía y prefieren trabajar con personas. Por tanto, la mayor proporción de hombres en carreras de ciencia y tecnología son bien explicadas por las diferencias en intereses académicos. Así como no existe discriminación en contra de los hombres por su baja representación en carreras de la salud y educación, no existe discriminación en contra de la mujer por su menor representación en áreas de la ciencia y tecnología.

2. Generalización del punto anterior: de ninguna diferencia en el documento ""Radiografía Género CTCI"" se puede inferir discriminación y, peor aún, hacerlo es arbitrario. Afirmar que cada diferencia entre hombres y mujeres se debe a causas culturales, y que sin esas razones la proporción debería ser 50%-50%, es ignorar que los hombres y las mujeres en general, son diferentes. Imagine una actividad X. X está ocupada en un 90% por mujeres y en un 10% por hombres: ¿esa diferencia se debe a discriminación en contra del hombre y se debe adoptar una perspectiva de género que favorezca a los hombres en esa actividad? Asumir que en todos los ámbitos debe existir igualdad sexual es desconocer las ciencias biológicas como la teoría de la evolución, la selección sexual, la biología evolutiva y la psicología evolutiva, que establecen diferencias sexuales y que ellas se manifiestan, por ejemplo, en el área académica.

Vea, por ejemplo: 

Men and Things, Women and People: A Meta-Analysis of Sex Differences in Interests (Rong Su, James Rounds)

Technical manuals for 47 interest inventories were used, yielding 503,188 respondents. Results showed that men prefer working with things and women prefer working with people, producing a large effect size (d = 0.93) on the Things-People dimension. Men showed stronger Realistic (d = 0.84) and Investigative (d = 0.26) interests, and women showed stronger Artistic (d = -0.35), Social (d = -0.68), and Conventional (d = -0.33) interests. Sex differences favoring men were also found for more specific measures of engineering (d = 1.11), science (d = 0.36), and mathematics (d = 0.34) interests. Average effect sizes varied across interest inventories, ranging from 0.08 to 0.79.

https://www.researchgate.net/publication/38061313_Men_and_Things_Women_and_People_A_Meta-Analysis_of_Sex_Differences_in_Interests

O bien: 

Men, Women, and STEM, Why the Differences and What Should Be Done? (Steve Stewart-Williams)

If we assume that men and women are psychologically indistinguishable, then any disparities between the sexes in STEM will be seen as evidence of discrimination, leading to the perception that STEM is highly discriminatory. Similarly, if we assume that such psychological sex differences as we find are due largely or solely to non-biological causes, then any STEM gender disparities will be seen as evidence of arbitrary and sexist cultural conditioning. In both cases, though, the assumptions are almost certainly false. A large body of research points to the following conclusions:

(1) that men and women differ, on average, in their occupational preferences, aptitudes, and levels of within-sex variability;
(2) that these differences are not due solely to sociocultural causes but have a substantial inherited component as well; and
(3) that the differences, coupled with the demands of bearing and rearing children, are the main source of the gender disparities we find today in STEM. Discrimination appears to play a smaller role, and in some cases may favour women, rather than disfavouring them.

https://psyarxiv.com/ms524

Ver también, por ejemplo, la paradoja de la igualdad de género en STEM:

""It's not that gender equality discourages girls from pursuing science. It's that it allows them not to if they're not interested.""

https://www.theatlantic.com/science/archive/2018/02/the-more-gender-equality-the-fewer-women-in-stem/553592/",-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,TRUE,-,TRUE,"No es necesario garantizar acceso a ninguna persona en funcion de a que categoria pertenece  Una PERSONA deberia ser evaluada por sus competencias  no por su sexo 

Garantizar implica discriminacion  si usted quiere garantizar acceso a mas mujeres en un area  debe favorecerle su ingreso  es decir  estaria discriminando positivamente a esa persona por su sexo  mujer  y  a la vez  discriminando negativamente a otra persona por su sexo  hombre  

Si usted desea garantizar acceso en funcion del sexo  deberia reconocer que lo que esta haciendo es discriminacion y que es inconsistente con el primer punto de sus lineamientos 

«Todas las personas nacen iguales en dignidad y derechos  y por lo tanto  deben
tener igualdad de oportunidad y trato que tenga en cuenta las diferencias
existentes  Por ello  nuestra sociedad debe construir las condiciones para que las
personas  independiente de su genero  puedan desarrollar plenamente sus talentos
y desplegar una carrera en cualquiera de los campos de la ciencia  la tecnologia  el
conocimiento y la innovacion »

Si las personas son iguales en derechos independiente de sus diferencias   por que unas deberian ser tratadas distintivamente   no es eso contrario a igualdad en dignidad 

Igualdad significa reconocer las diferencias y garantizar significa no reconocerlas ya que  si una realidad se manifiesta diferenciadamente  70% 30%  y usted apunta a cambiarla hacia 50% 50%   significa que no esta reconociendo las diferencias 

 Por que no se puede simplemente dejar que las personas se manifiesten   es la manifestacion sincera de la poblacion inmoral ",-,-,TRUE,-,-,-,-,TRUE,-,-,-,"Creando departamentos que gastan recursos en cambiar la realidad 

Tengo dos amigos  a uno le gusta el futbol y a otro el basquetbol  Invertire recursos para que a ambos les guste el futbol y el basquetbol por igual  

 Cual es el retorno de esa inversion  sin considerar el efecto negativo de manipular los intereses de los niños ",-,-,TRUE,-,-,-,-,-,-,-,"Recomendaria a mi institucion una SoLIDA formacion en ciencias y pensamiento critico  para que no acepten la primera teoria que se les presenta sin antes contrastarla y ponerla en duda 

El ministerio de ciencia no puede aceptar las explicaciones derivadas exclusivamente de las ciencias sociales  Las ciencias naturales tambien explican las diferencias sexuales y sugeriria que se asesoren en esa area del conocimiento 

La biologia y la psicologia evolutiva refutan el marco teorico sobre el que sustentan su politica  Si el ministerio de ciencia desea que la ciencia sea el eje de sus politicas  deberia estar en mejores antecedentes cientificos antes de impulsarlas ",-,-,-,-,-,-,-,-,-,-
